match_id,slug,name,begin_at,status,number_of_games,team1_name,team2_name,winner_name,winner_id,tournament_id,tournament_name,serie_name,event_label,tournament_slug
1269317,2025-12-05-95480b1e-6e3a-4f55-aa26-ac38513aa3d2,Round 3: PSSN.UA vs TL,2025-12-05T15:55:43Z,finished,3,Passion UA,Liquid,Passion UA,133686,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269316,2025-12-05-e9184b84-87e1-43c5-92aa-b46dd139bf99,Round 3: MOUZ vs TS,2025-12-05T16:19:11Z,finished,3,MOUZ,Spirit,Spirit,124523,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269319,2025-12-05-d98f6746-6525-4795-bd07-42d06dde238a,Round 3: PRV vs 3DMAX,2025-12-05T18:09:18Z,finished,3,PARIVISION,3DMAX,3DMAX,3318,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269318,2025-12-05-88e4274c-27ac-446e-aa57-50e19534cac2,Round 3: FURIA vs G2,2025-12-05T19:55:45Z,finished,3,FURIA,G2,FURIA,124530,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269321,2025-12-06-c4949d96-4796-4959-9f3b-fdd3f0738fe4,Round 4: B8 vs paiN,2025-12-06T14:01:51Z,finished,3,B8,paiN,B8,129381,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269320,2025-12-06-42b0b36a-5cd7-407d-9663-1c10f27aad13,Round 4: NAVI vs VIT,2025-12-06T14:03:41Z,finished,3,Natus Vincere,Vitality,Vitality,3455,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269322,2025-12-06-d253adcf-d938-4589-afc1-241a0f20fbc5,Round 4: MOUZ vs FAL,2025-12-06T16:38:13Z,finished,3,MOUZ,Team Falcons,MOUZ,3240,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269323,2025-12-06-6dbb6083-2407-4a82-9496-d5c3b55d9c28,Round 4: PSSN.UA vs IMP,2025-12-06T16:57:28Z,finished,3,Passion UA,Imperial,Passion UA,133686,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269325,2025-12-06-d9de6059-8996-4d55-be68-630240bb6b1d,Round 4: 3DMAX vs FaZe,2025-12-06T19:22:30Z,finished,3,3DMAX,FaZe,FaZe,3212,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269324,2025-12-06-8513b5e0-c38e-4312-a885-4c17999ed74f,Round 4: G2 vs MGLZ,2025-12-06T20:10:32Z,finished,3,G2,TheMongolz,TheMongolz,3272,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269326,2025-12-07-a486e3bc-3825-460d-b12e-763d30b5e005,Round 5: B8 vs NAVI,2025-12-07T14:03:51Z,finished,3,B8,Natus Vincere,Natus Vincere,3216,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269327,2025-12-07-f86763df-d799-4b8d-9b06-abac110e7101,Round 5: FaZe vs PSSN.UA,2025-12-07T16:30:52Z,finished,3,FaZe,Passion UA,FaZe,3212,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
1269328,2025-12-07-b7f62a16-de5d-4d9e-b962-e9df0be744a0,Round 5: G2 vs FAL,2025-12-07T19:04:10Z,finished,3,G2,Team Falcons,Team Falcons,130564,17899,Stage 3,Budapest,Starladder Budapest Major 2025,cs-go-starladder-major-9cb71c3e-02da-4042-862e-de29579c3c8d-budapest-2025-stage-3
